work_title,piece.piece_id,piece__title,voice_id,order,original_name,regularized_name,CRIM_Obs_Name
Missa Quando lieta sperai,CRIM_Mass_0023_5,Agnus Dei,CRIM_Mass_0023_5(5),5,Bassus,Bassus,
Missa Congratulamini mihi,CRIM_Mass_0024_1,Kyrie,CRIM_Mass_0024_1(1),1,Superius 1º,Superius 1,
Missa Congratulamini mihi,CRIM_Mass_0024_1,Kyrie,CRIM_Mass_0024_1(2),2,Superius 2º,Superius 2,
Missa Congratulamini mihi,CRIM_Mass_0024_1,Kyrie,CRIM_Mass_0024_1(3),3,Altus,Altus,
Missa Congratulamini mihi,CRIM_Mass_0024_1,Kyrie,CRIM_Mass_0024_1(4),4,Tenor,Tenor,
Missa Congratulamini mihi,CRIM_Mass_0024_1,Kyrie,CRIM_Mass_0024_1(5),5,Bassus,Bassus,
Missa Congratulamini mihi,CRIM_Mass_0024_2,Gloria,CRIM_Mass_0024_2(1),1,Superius 1º,Superius 1,
Missa Congratulamini mihi,CRIM_Mass_0024_2,Gloria,CRIM_Mass_0024_2(2),2,Superius 2º,Superius 2,
Missa Congratulamini mihi,CRIM_Mass_0024_2,Gloria,CRIM_Mass_0024_2(3),3,Altus,Altus,
Missa Congratulamini mihi,CRIM_Mass_0024_2,Gloria,CRIM_Mass_0024_2(4),4,Tenor,Tenor,
Missa Congratulamini mihi,CRIM_Mass_0024_2,Gloria,CRIM_Mass_0024_2(5),5,Bassus,Bassus,
Missa Congratulamini mihi,CRIM_Mass_0024_3,Credo,CRIM_Mass_0024_3(1),1,Superius 1º,Superius 1,
Missa Congratulamini mihi,CRIM_Mass_0024_3,Credo,CRIM_Mass_0024_3(2),2,Superius 2º,Superius 2,
Missa Congratulamini mihi,CRIM_Mass_0024_3,Credo,CRIM_Mass_0024_3(3),3,Altus,Altus,
Missa Congratulamini mihi,CRIM_Mass_0024_3,Credo,CRIM_Mass_0024_3(4),4,Tenor,Tenor,
Missa Congratulamini mihi,CRIM_Mass_0024_3,Credo,CRIM_Mass_0024_3(5),5,Bassus,Bassus,
Missa Congratulamini mihi,CRIM_Mass_0024_4,Sanctus,CRIM_Mass_0024_4(1),1,Superius 1º,Superius 1,
Missa Congratulamini mihi,CRIM_Mass_0024_4,Sanctus,CRIM_Mass_0024_4(2),2,Superius 2º,Superius 2,
Missa Congratulamini mihi,CRIM_Mass_0024_4,Sanctus,CRIM_Mass_0024_4(3),3,Altus,Altus,
Missa Congratulamini mihi,CRIM_Mass_0024_4,Sanctus,CRIM_Mass_0024_4(4),4,Tenor,Tenor,
Missa Congratulamini mihi,CRIM_Mass_0024_4,Sanctus,CRIM_Mass_0024_4(5),5,Bassus,Bassus,
Missa Congratulamini mihi,CRIM_Mass_0024_5,Agnus Dei,CRIM_Mass_0024_5(1),1,Superius 1º,Superius 1,
Missa Congratulamini mihi,CRIM_Mass_0024_5,Agnus Dei,CRIM_Mass_0024_5(2),2,Superius 2º,Superius 2,
Missa Congratulamini mihi,CRIM_Mass_0024_5,Agnus Dei,CRIM_Mass_0024_5(3),3,Altus,Altus,
Missa Congratulamini mihi,CRIM_Mass_0024_5,Agnus Dei,CRIM_Mass_0024_5(4),4,Tenor,Tenor,
Missa Congratulamini mihi,CRIM_Mass_0024_5,Agnus Dei,CRIM_Mass_0024_5(5),5,Bassus,Bassus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_1,Kyrie,CRIM_Mass_0025_1(1),1,Superius 1º,Superius 1,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_1,Kyrie,CRIM_Mass_0025_1(2),2,Superius 2º,Superius 2,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_1,Kyrie,CRIM_Mass_0025_1(3),3,Altus,Altus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_1,Kyrie,CRIM_Mass_0025_1(4),4,Tenor,Tenor,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_1,Kyrie,CRIM_Mass_0025_1(5),5,Bassus,Bassus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_2,Gloria,CRIM_Mass_0025_2(1),1,Superius 1º,Superius 1,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_2,Gloria,CRIM_Mass_0025_2(2),2,Superius 2º,Superius 2,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_2,Gloria,CRIM_Mass_0025_2(3),3,Altus,Altus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_2,Gloria,CRIM_Mass_0025_2(4),4,Tenor,Tenor,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_2,Gloria,CRIM_Mass_0025_2(5),5,Bassus,Bassus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_3,Credo,CRIM_Mass_0025_3(1),1,Superius 1º,Superius 1,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_3,Credo,CRIM_Mass_0025_3(2),2,Superius 2º,Superius 2,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_3,Credo,CRIM_Mass_0025_3(3),3,Altus,Altus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_3,Credo,CRIM_Mass_0025_3(4),4,Tenor,Tenor,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_3,Credo,CRIM_Mass_0025_3(5),5,Bassus,Bassus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_4,Sanctus,CRIM_Mass_0025_4(1),1,Superius 1º,Superius 1,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_4,Sanctus,CRIM_Mass_0025_4(2),2,Superius 2º,Superius 2,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_4,Sanctus,CRIM_Mass_0025_4(3),3,Altus,Altus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_4,Sanctus,CRIM_Mass_0025_4(4),4,Tenor,Tenor,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_4,Sanctus,CRIM_Mass_0025_4(5),5,Bassus,Bassus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_5,Agnus Dei,CRIM_Mass_0025_5(1),1,Superius 1º,Superius 1,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_5,Agnus Dei,CRIM_Mass_0025_5(2),2,Superius 2º,Superius 2,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_5,Agnus Dei,CRIM_Mass_0025_5(3),3,Altus,Altus,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_5,Agnus Dei,CRIM_Mass_0025_5(4),4,Tenor,Tenor,
Missa Sancta et immaculata virginitas,CRIM_Mass_0025_5,Agnus Dei,CRIM_Mass_0025_5(5),5,Bassus,Bassus,
Missa Super flumina,CRIM_Mass_0026_1,Kyrie,CRIM_Mass_0026_1(1),1,Superius,Superius,
Missa Super flumina,CRIM_Mass_0026_1,Kyrie,CRIM_Mass_0026_1(2),2,Altus 1º,Altus 1,
Missa Super flumina,CRIM_Mass_0026_1,Kyrie,CRIM_Mass_0026_1(3),3,Altus 2º,Altus 2,
Missa Super flumina,CRIM_Mass_0026_1,Kyrie,CRIM_Mass_0026_1(4),4,Tenor,Tenor,
Missa Super flumina,CRIM_Mass_0026_1,Kyrie,CRIM_Mass_0026_1(5),5,Bassus,Bassus,
Missa Super flumina,CRIM_Mass_0026_2,Gloria,CRIM_Mass_0026_2(1),1,Superius,Superius,
Missa Super flumina,CRIM_Mass_0026_2,Gloria,CRIM_Mass_0026_2(2),2,Altus 1º,Altus 1,
Missa Super flumina,CRIM_Mass_0026_2,Gloria,CRIM_Mass_0026_2(3),3,Altus 2º,Altus 2,
Missa Super flumina,CRIM_Mass_0026_2,Gloria,CRIM_Mass_0026_2(4),4,Tenor,Tenor,
Missa Super flumina,CRIM_Mass_0026_2,Gloria,CRIM_Mass_0026_2(5),5,Bassus,Bassus,
Missa Super flumina,CRIM_Mass_0026_3,Credo,CRIM_Mass_0026_3(1),1,Superius,Superius,
Missa Super flumina,CRIM_Mass_0026_3,Credo,CRIM_Mass_0026_3(2),2,Altus 1º,Altus 1,
Missa Super flumina,CRIM_Mass_0026_3,Credo,CRIM_Mass_0026_3(3),3,Altus 2º,Altus 2,
Missa Super flumina,CRIM_Mass_0026_3,Credo,CRIM_Mass_0026_3(4),4,Tenor,Tenor,
Missa Super flumina,CRIM_Mass_0026_3,Credo,CRIM_Mass_0026_3(5),5,Bassus,Bassus,
Missa Super flumina,CRIM_Mass_0026_4,Sanctus,CRIM_Mass_0026_4(1),1,Superius,Superius,
Missa Super flumina,CRIM_Mass_0026_4,Sanctus,CRIM_Mass_0026_4(2),2,Altus 1º,Altus 1,
Missa Super flumina,CRIM_Mass_0026_4,Sanctus,CRIM_Mass_0026_4(3),3,Altus 2º,Altus 2,
Missa Super flumina,CRIM_Mass_0026_4,Sanctus,CRIM_Mass_0026_4(4),4,Tenor,Tenor,
Missa Super flumina,CRIM_Mass_0026_4,Sanctus,CRIM_Mass_0026_4(5),5,Bassus,Bassus,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(1),1,Superius 1º,Superius 1,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(2),2,Superius 2º,Superius 2,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(3),3,Altus 1º,Altus 1,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(4),4,Altus 2º,Altus 2,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(5),5,Tenor,Tenor,
Missa Super flumina,CRIM_Mass_0026_5,Agnus Dei,CRIM_Mass_0026_5(6),6,Bassus,Bassus,
Missa In te Domine Speravi,CRIM_Mass_0028_1,Kyrie,CRIM_Mass_0028_1(1),1,Superius I,Superius 1,
Missa In te Domine Speravi,CRIM_Mass_0028_1,Kyrie,CRIM_Mass_0028_1(2),2,Superius II,Superius 2,
Missa In te Domine Speravi,CRIM_Mass_0028_1,Kyrie,CRIM_Mass_0028_1(3),3,Contratenor,Contratenor,
Missa In te Domine Speravi,CRIM_Mass_0028_1,Kyrie,CRIM_Mass_0028_1(4),4,Tenor,Tenor,
Missa In te Domine Speravi,CRIM_Mass_0028_1,Kyrie,CRIM_Mass_0028_1(5),5,Bassus,Bassus,
Missa In te Domine Speravi,CRIM_Mass_0028_2,Gloria,CRIM_Mass_0028_2(1),1,Superius I,Superius 1,
Missa In te Domine Speravi,CRIM_Mass_0028_2,Gloria,CRIM_Mass_0028_2(2),2,Superius II,Superius 2,
Missa In te Domine Speravi,CRIM_Mass_0028_2,Gloria,CRIM_Mass_0028_2(3),3,Contratenor,Contratenor,
Missa In te Domine Speravi,CRIM_Mass_0028_2,Gloria,CRIM_Mass_0028_2(4),4,Tenor,Tenor,
Missa In te Domine Speravi,CRIM_Mass_0028_2,Gloria,CRIM_Mass_0028_2(5),5,Bassus,Bassus,
Missa In te Domine Speravi,CRIM_Mass_0028_3,Credo,CRIM_Mass_0028_3(1),1,Superius I,Superius 1,
Missa In te Domine Speravi,CRIM_Mass_0028_3,Credo,CRIM_Mass_0028_3(2),2,Superius II,Superius 2,
Missa In te Domine Speravi,CRIM_Mass_0028_3,Credo,CRIM_Mass_0028_3(3),3,Contratenor,Contratenor,
Missa In te Domine Speravi,CRIM_Mass_0028_3,Credo,CRIM_Mass_0028_3(4),4,Tenor,Tenor,
Missa In te Domine Speravi,CRIM_Mass_0028_3,Credo,CRIM_Mass_0028_3(5),5,Bassus,Bassus,
Missa In te Domine Speravi,CRIM_Mass_0028_4,Sanctus,CRIM_Mass_0028_4(1),1,Superius I,Superius 1,
Missa In te Domine Speravi,CRIM_Mass_0028_4,Sanctus,CRIM_Mass_0028_4(2),2,Superius II,Superius 2,
Missa In te Domine Speravi,CRIM_Mass_0028_4,Sanctus,CRIM_Mass_0028_4(3),3,Contratenor,Contratenor,
Missa In te Domine Speravi,CRIM_Mass_0028_4,Sanctus,CRIM_Mass_0028_4(4),4,Tenor,Tenor,
Missa In te Domine Speravi,CRIM_Mass_0028_4,Sanctus,CRIM_Mass_0028_4(5),5,Bassus,Bassus,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(1),1,Superius I,Superius 1,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(2),2,Superius II,Superius 2,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(3),3,Superius III,Superius 3,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(4),4,Contratenor,Contratenor,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(5),5,Tenor,Tenor,
Missa In te Domine Speravi,CRIM_Mass_0028_5,Agnus Dei,CRIM_Mass_0028_5(6),6,Bassus,Bassus,
Missa Missa Benedicta es,CRIM_Mass_0029_1,Kyrie,CRIM_Mass_0029_1(1),1,Superius,Superius,
Missa Missa Benedicta es,CRIM_Mass_0029_1,Kyrie,CRIM_Mass_0029_1(2),2,Contratenor,Contratenor,
Missa Missa Benedicta es,CRIM_Mass_0029_1,Kyrie,CRIM_Mass_0029_1(3),3,Tenor,Tenor,
Missa Missa Benedicta es,CRIM_Mass_0029_1,Kyrie,CRIM_Mass_0029_1(4),4,Quintus,Quintus,
Missa Missa Benedicta es,CRIM_Mass_0029_1,Kyrie,CRIM_Mass_0029_1(5),5,Bassus,Bassus,
Missa Missa Benedicta es,CRIM_Mass_0029_2,Gloria,CRIM_Mass_0029_2(1),1,Superius,Superius,
Missa Missa Benedicta es,CRIM_Mass_0029_2,Gloria,CRIM_Mass_0029_2(2),2,Contratenor,Contratenor,
Missa Missa Benedicta es,CRIM_Mass_0029_2,Gloria,CRIM_Mass_0029_2(3),3,Tenor,Tenor,
Missa Missa Benedicta es,CRIM_Mass_0029_2,Gloria,CRIM_Mass_0029_2(4),4,Quintus,Quintus,
Missa Missa Benedicta es,CRIM_Mass_0029_2,Gloria,CRIM_Mass_0029_2(5),5,Bassus,Bassus,
Missa Missa Benedicta es,CRIM_Mass_0029_3,Credo,CRIM_Mass_0029_3(1),1,Superius,Superius,
Missa Missa Benedicta es,CRIM_Mass_0029_3,Credo,CRIM_Mass_0029_3(2),2,Contratenor,Contratenor,
Missa Missa Benedicta es,CRIM_Mass_0029_3,Credo,CRIM_Mass_0029_3(3),3,Tenor,Tenor,
Missa Missa Benedicta es,CRIM_Mass_0029_3,Credo,CRIM_Mass_0029_3(4),4,Quintus,Quintus,
Missa Missa Benedicta es,CRIM_Mass_0029_3,Credo,CRIM_Mass_0029_3(5),5,Bassus,Bassus,
Missa Missa Benedicta es,CRIM_Mass_0029_4,Sanctus,CRIM_Mass_0029_4(1),1,Superius,Superius,
Missa Missa Benedicta es,CRIM_Mass_0029_4,Sanctus,CRIM_Mass_0029_4(2),2,Contratenor,Contratenor,
Missa Missa Benedicta es,CRIM_Mass_0029_4,Sanctus,CRIM_Mass_0029_4(3),3,Tenor,Tenor,
Missa Missa Benedicta es,CRIM_Mass_0029_4,Sanctus,CRIM_Mass_0029_4(4),4,Quintus,Quintus,
Missa Missa Benedicta es,CRIM_Mass_0029_4,Sanctus,CRIM_Mass_0029_4(5),5,Bassus,Bassus,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(1),1,Superius,Superius,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(2),2,Contratenor,Contratenor,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(3),3,Sextus,Sextus,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(4),4,Tenor,Tenor,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(5),5,Quintus,Quintus,
Missa Missa Benedicta es,CRIM_Mass_0029_5,Agnus Dei,CRIM_Mass_0029_5(6),6,Bassus,Bassus,
Missa Hic est vere martire,CRIM_Mass_0030_1,Kyrie,CRIM_Mass_0030_1(1),1,Superius,Superius,
Missa Hic est vere martire,CRIM_Mass_0030_1,Kyrie,CRIM_Mass_0030_1(2),2,Contratenor,Contratenor,
Missa Hic est vere martire,CRIM_Mass_0030_1,Kyrie,CRIM_Mass_0030_1(3),3,Tenor,Tenor,
Missa Hic est vere martire,CRIM_Mass_0030_1,Kyrie,CRIM_Mass_0030_1(4),4,Bassus,Bassus,
Missa Hic est vere martire,CRIM_Mass_0030_2,Gloria,CRIM_Mass_0030_2(1),1,Superius,Superius,
Missa Hic est vere martire,CRIM_Mass_0030_2,Gloria,CRIM_Mass_0030_2(2),2,Contratenor,Contratenor,
Missa Hic est vere martire,CRIM_Mass_0030_2,Gloria,CRIM_Mass_0030_2(3),3,Tenor,Tenor,
Missa Hic est vere martire,CRIM_Mass_0030_2,Gloria,CRIM_Mass_0030_2(4),4,Bassus,Bassus,
Missa Hic est vere martire,CRIM_Mass_0030_3,Credo,CRIM_Mass_0030_3(1),1,Superius,Superius,
Missa Hic est vere martire,CRIM_Mass_0030_3,Credo,CRIM_Mass_0030_3(2),2,Contratenor,Contratenor,
Missa Hic est vere martire,CRIM_Mass_0030_3,Credo,CRIM_Mass_0030_3(3),3,Tenor,Tenor,
Missa Hic est vere martire,CRIM_Mass_0030_3,Credo,CRIM_Mass_0030_3(4),4,Bassus,Bassus,
Missa Hic est vere martire,CRIM_Mass_0030_4,Sanctus,CRIM_Mass_0030_4(1),1,Superius,Superius,
Missa Hic est vere martire,CRIM_Mass_0030_4,Sanctus,CRIM_Mass_0030_4(2),2,Contratenor,Contratenor,
Missa Hic est vere martire,CRIM_Mass_0030_4,Sanctus,CRIM_Mass_0030_4(3),3,Tenor,Tenor,
Missa Hic est vere martire,CRIM_Mass_0030_4,Sanctus,CRIM_Mass_0030_4(4),4,Bassus,Bassus,
Missa Hic est vere martire,CRIM_Mass_0030_5,Agnus Dei,CRIM_Mass_0030_5(1),1,Superius,Superius,
Missa Hic est vere martire,CRIM_Mass_0030_5,Agnus Dei,CRIM_Mass_0030_5(2),2,Contratenor,Contratenor,
Missa Hic est vere martire,CRIM_Mass_0030_5,Agnus Dei,CRIM_Mass_0030_5(3),3,Quintus,Quintus,
Missa Hic est vere martire,CRIM_Mass_0030_5,Agnus Dei,CRIM_Mass_0030_5(4),4,Tenor,Tenor,
Missa Hic est vere martire,CRIM_Mass_0030_5,Agnus Dei,CRIM_Mass_0030_5(5),5,Bassus,Bassus,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_1,Kyrie,CRIM_Mass_0031_1(1),1,[Superius],Superius,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_1,Kyrie,CRIM_Mass_0031_1(2),2,[Contratenor],Contratenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_1,Kyrie,CRIM_Mass_0031_1(3),3,Tenor,Tenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_1,Kyrie,CRIM_Mass_0031_1(4),4,Bassus,Bassus,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_2,Gloria,CRIM_Mass_0031_2(1),1,[Superius],Superius,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_2,Gloria,CRIM_Mass_0031_2(2),2,[Contratenor],Contratenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_2,Gloria,CRIM_Mass_0031_2(3),3,Tenor,Tenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_2,Gloria,CRIM_Mass_0031_2(4),4,Bassus,Bassus,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_3,Credo,CRIM_Mass_0031_3(1),1,[Superius],Superius,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_3,Credo,CRIM_Mass_0031_3(2),2,[Contratenor],Contratenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_3,Credo,CRIM_Mass_0031_3(3),3,Tenor,Tenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_3,Credo,CRIM_Mass_0031_3(4),4,Bassus,Bassus,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_4,Sanctus,CRIM_Mass_0031_4(1),1,[Superius],Superius,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_4,Sanctus,CRIM_Mass_0031_4(2),2,[Contratenor],Contratenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_4,Sanctus,CRIM_Mass_0031_4(3),3,Tenor,Tenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_4,Sanctus,CRIM_Mass_0031_4(4),4,Bassus,Bassus,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_5,Agnus Dei,CRIM_Mass_0031_5(1),1,[Superius],Superius 1,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_5,Agnus Dei,CRIM_Mass_0031_5(2),2,2m. Superius,Superius 2,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_5,Agnus Dei,CRIM_Mass_0031_5(3),3,[Contratenor],Contratenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_5,Agnus Dei,CRIM_Mass_0031_5(4),4,Tenor,Tenor,
Missa Quandiu vivam soli Deo serviam,CRIM_Mass_0031_5,Agnus Dei,CRIM_Mass_0031_5(5),5,Bassus,Bassus,
Missa Susanne un jour,CRIM_Mass_0032_1,Kyrie,CRIM_Mass_0032_1(1),1,[Superius],Superius,
Missa Susanne un jour,CRIM_Mass_0032_1,Kyrie,CRIM_Mass_0032_1(2),2,[Altus],Altus,
Missa Susanne un jour,CRIM_Mass_0032_1,Kyrie,CRIM_Mass_0032_1(3),3,[Tenor],Tenor,
Missa Susanne un jour,CRIM_Mass_0032_1,Kyrie,CRIM_Mass_0032_1(4),4,[Bassus],Bassus,
Missa Susanne un jour,CRIM_Mass_0032_2,Gloria,CRIM_Mass_0032_2(1),1,[Superius],Superius,
Missa Susanne un jour,CRIM_Mass_0032_2,Gloria,CRIM_Mass_0032_2(2),2,[Altus],Altus,
Missa Susanne un jour,CRIM_Mass_0032_2,Gloria,CRIM_Mass_0032_2(3),3,[Tenor],Tenor,
Missa Susanne un jour,CRIM_Mass_0032_2,Gloria,CRIM_Mass_0032_2(4),4,[Bassus],Bassus,
Missa Susanne un jour,CRIM_Mass_0032_3,Credo,CRIM_Mass_0032_3(1),1,[Superius],Superius,
Missa Susanne un jour,CRIM_Mass_0032_3,Credo,CRIM_Mass_0032_3(2),2,[Altus],Altus,
Missa Susanne un jour,CRIM_Mass_0032_3,Credo,CRIM_Mass_0032_3(3),3,[Tenor],Tenor,
Missa Susanne un jour,CRIM_Mass_0032_3,Credo,CRIM_Mass_0032_3(4),4,[Bassus],Bassus,
Missa Susanne un jour,CRIM_Mass_0032_4,Sanctus,CRIM_Mass_0032_4(1),1,[Superius],Superius,
Missa Susanne un jour,CRIM_Mass_0032_4,Sanctus,CRIM_Mass_0032_4(2),2,[Altus],Altus,
Missa Susanne un jour,CRIM_Mass_0032_4,Sanctus,CRIM_Mass_0032_4(3),3,[Tenor],Tenor,
Missa Susanne un jour,CRIM_Mass_0032_4,Sanctus,CRIM_Mass_0032_4(4),4,[Bassus],Bassus,
Missa Susanne un jour,CRIM_Mass_0032_5,Agnus Dei,CRIM_Mass_0032_5(1),1,[Superius],Superius,
Missa Susanne un jour,CRIM_Mass_0032_5,Agnus Dei,CRIM_Mass_0032_5(2),2,[Altus],Altus,
Missa Susanne un jour,CRIM_Mass_0032_5,Agnus Dei,CRIM_Mass_0032_5(3),3,[Tenor],Tenor,
Missa Susanne un jour,CRIM_Mass_0032_5,Agnus Dei,CRIM_Mass_0032_5(4),4,[Bassus],Bassus,
Missa Doulce memoire,CRIM_Mass_0033_1,Kyrie,CRIM_Mass_0033_1(1),1,[Superius],Superius,
Missa Doulce memoire,CRIM_Mass_0033_1,Kyrie,CRIM_Mass_0033_1(2),2,[Altus],Altus,
Missa Doulce memoire,CRIM_Mass_0033_1,Kyrie,CRIM_Mass_0033_1(3),3,[Tenor],Tenor,
Missa Doulce memoire,CRIM_Mass_0033_1,Kyrie,CRIM_Mass_0033_1(4),4,[Bassus],Bassus,
Missa Doulce memoire,CRIM_Mass_0033_2,Gloria,CRIM_Mass_0033_2(1),1,[Superius],Superius,
Missa Doulce memoire,CRIM_Mass_0033_2,Gloria,CRIM_Mass_0033_2(2),2,[Altus],Altus,
Missa Doulce memoire,CRIM_Mass_0033_2,Gloria,CRIM_Mass_0033_2(3),3,[Tenor],Tenor,
Missa Doulce memoire,CRIM_Mass_0033_2,Gloria,CRIM_Mass_0033_2(4),4,[Bassus],Bassus,
Missa Doulce memoire,CRIM_Mass_0033_3,Credo,CRIM_Mass_0033_3(1),1,[Superius],Superius,
Missa Doulce memoire,CRIM_Mass_0033_3,Credo,CRIM_Mass_0033_3(2),2,[Altus],Altus,
Missa Doulce memoire,CRIM_Mass_0033_3,Credo,CRIM_Mass_0033_3(3),3,[Tenor],Tenor,
Missa Doulce memoire,CRIM_Mass_0033_3,Credo,CRIM_Mass_0033_3(4),4,[Bassus],Bassus,
Missa Doulce memoire,CRIM_Mass_0033_5,Agnus Dei,CRIM_Mass_0033_5(1),1,[Superius],Superius,
Missa Doulce memoire,CRIM_Mass_0033_5,Agnus Dei,CRIM_Mass_0033_5(2),2,[Altus],Altus,
Missa Doulce memoire,CRIM_Mass_0033_5,Agnus Dei,CRIM_Mass_0033_5(3),3,[Tenor],Tenor,
Missa Doulce memoire,CRIM_Mass_0033_5,Agnus Dei,CRIM_Mass_0033_5(4),4,[Bassus],Bassus,
,CRIM_Model_0001,Vidi speciosam,CRIM_Model_0001(1),1,Superius,Superius,Superius
,CRIM_Model_0001,Vidi speciosam,CRIM_Model_0001(2),2,Contratenor,Contratenor,Contratenor
,CRIM_Model_0001,Vidi speciosam,CRIM_Model_0001(3),3,Primus Tenor,Tenor 1,PrimusTenor
,CRIM_Model_0001,Vidi speciosam,CRIM_Model_0001(4),4,Secundus Tenor,Tenor 2,SecundusTenor
,CRIM_Model_0001,Vidi speciosam,CRIM_Model_0001(5),5,Bassus,Bassus,Bassus
,CRIM_Model_0002,O gente brunette,CRIM_Model_0002(1),1,Superius,Superius,Superius
,CRIM_Model_0002,O gente brunette,CRIM_Model_0002(2),2,Contratenor,Contratenor,Contratenor
,CRIM_Model_0002,O gente brunette,CRIM_Model_0002(3),3,Tenor,Tenor,Tenor
,CRIM_Model_0002,O gente brunette,CRIM_Model_0002(4),4,Bassus,Bassus,Bassus
,CRIM_Model_0003,Missa IX (Cum iubilo) - Kyrie,CRIM_Model_0003(1),1,[Cantus],Cantus,
,CRIM_Model_0004,Missa IX (Cum iubilo) - Gloria,CRIM_Model_0004(1),1,[Cantus],Cantus,
,CRIM_Model_0005,Credo I,CRIM_Model_0005(1),1,[Cantus],Cantus,
,CRIM_Model_0006,Missa IX (Cum iubilo) - Sanctus,CRIM_Model_0006(1),1,[Cantus],Cantus,
,CRIM_Model_0007,Missa IX (Cum iubilo) - Agnus Dei,CRIM_Model_0007(1),1,[Cantus],Cantus,
,CRIM_Model_0008,Ave Maria,CRIM_Model_0008(1),1,[Superius],Superius,[Superius]
,CRIM_Model_0008,Ave Maria,CRIM_Model_0008(2),2,Altus,Altus,Altus
,CRIM_Model_0008,Ave Maria,CRIM_Model_0008(3),3,Tenor,Tenor,Tenor
,CRIM_Model_0008,Ave Maria,CRIM_Model_0008(4),4,Bassus,Bassus,Bassus
,CRIM_Model_0009,Je suis déshéritée,CRIM_Model_0009(1),1,Superius,Superius,Superius
